FORMATTED DATE-TIME,DT,MG,TR,WS,CW,HW,TP,WC,RH,HI,DP,WB,BP,AL,DA
YYYY-MM-DD HH:MM:SS,s,Mag,True,m/s,m/s,m/s,°C,°C,%,°C,°C,°C,mb,m,m
2014-10-01 14:44:50,465489890,***,***,0.0,0.0,0.0,29.6,29.6,25.1,27.7,7.5,16.4,983.40,249,857
2014-10-01 14:45:00,465489900,***,***,0.0,0.0,0.0,29.5,29.5,25.2,27.6,7.6,16.4,983.30,249,856
2014-10-01 14:45:10,465489910,***,***,0.0,0.0,0.0,29.5,29.5,25.3,27.6,7.5,16.4,983.20,250,856
2014-10-01 14:45:20,465489920,***,***,0.0,0.0,0.0,29.4,29.4,25.4,27.5,7.6,16.3,983.50,249,853
2014-10-01 14:45:30,465489930,***,***,0.0,0.0,0.0,29.5,29.5,25.4,27.6,7.6,16.4,983.50,249,856
2014-10-01 14:45:40,465489940,***,***,0.0,0.0,0.0,29.4,29.4,26.0,27.6,7.9,16.5,983.40,249,854
2014-10-01 14:45:50,465489950,***,***,0.0,0.0,0.0,29.3,29.3,25.9,27.4,7.8,16.4,983.60,248,849
2014-10-01 14:46:00,465489960,***,***,0.0,0.0,0.0,29.3,29.3,25.9,27.4,7.8,16.4,983.60,248,850
2014-10-01 14:46:10,465489970,***,***,0.0,0.0,0.0,29.4,29.4,25.6,27.5,7.7,16.4,983.40,249,853
2014-10-01 14:46:20,465489980,***,***,0.0,0.0,0.0,29.3,29.3,26.0,27.5,7.8,16.4,983.30,249,849
2014-10-01 14:46:30,465489990,***,***,0.0,0.0,0.0,29.3,29.3,26.0,27.5,7.8,16.4,983.40,249,849
2014-10-01 14:46:40,465490000,***,***,0.0,0.0,0.0,29.2,29.2,25.9,27.3,7.7,16.3,983.20,250,849
2014-10-01 14:46:50,465490010,***,***,0.0,0.0,0.0,29.2,29.2,26.0,27.4,7.7,16.3,983.40,249,847
